Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Chennai,85350,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,5.7
Coimbatore,82725,Toyota Corolla Altis 1.8 VL CVT,Petrol,Automatic,14.28,1798.0,138.03,11.99
Mumbai,19000,BMW 3 Series Sport,Diesel,Automatic,21.76,1995.0,190.0,29.99
Chennai,13900,Ford EcoSport 1.5 Ti VCT MT Signature,Petrol,Manual,18.88,1499.0,110.4,9.5
Hyderabad,108000,Maruti Swift VDI BSIV,Diesel,Manual,25.2,1248.0,74.0,5.5
Bangalore,36000,Hyundai Santa Fe 4x4 AT,Diesel,Automatic,11.72,2199.0,194.3,23.0
Hyderabad,62188,Tata Indica V2 DLS,Diesel,Manual,17.2,1396.0,53.5,2.95
Kochi,58397,Hyundai Grand i10 CRDi Sportz,Diesel,Manual,24.0,1120.0,70.0,4.9
Chennai,85000,Hyundai Santro Xing XL,Petrol,Manual,0.0,1086.0,112.76521404351512,1.3
Delhi,30000,Maruti Wagon R VXI AMT,Petrol,Automatic,22.5,998.0,67.0,4.25
Kochi,29907,Mahindra XUV500 W10 2WD,Diesel,Manual,16.0,2179.0,140.0,16.36
Kolkata,46000,Audi A4 2.0 TDI,Diesel,Automatic,16.55,1968.0,147.51,9.95
Bangalore,65000,Volkswagen Vento Diesel Highline,Diesel,Manual,20.54,1598.0,103.6,5.5
Delhi,22000,Maruti Vitara Brezza ZDi Plus Dual Tone,Diesel,Manual,24.3,1248.0,88.5,8.25
Chennai,99024,Maruti Zen LX,Petrol,Manual,17.3,993.0,60.0,0.95
Kochi,34952,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,4.01
Kochi,13913,Honda WR-V Edge Edition i-VTEC S,Petrol,Manual,17.5,1199.0,88.7,8.2
Chennai,71000,Honda City i DTEC VX,Diesel,Manual,25.1,1498.0,98.6,6.2
Chennai,97000,Toyota Fortuner 4x2 4 Speed AT,Diesel,Automatic,11.5,2982.0,169.0,16.75
Delhi,21000,Mahindra XUV500 AT W10 FWD,Diesel,Automatic,16.0,2179.0,140.0,16.5
Mumbai,116000,Ford Endeavour XLT TDCi 4X4,Diesel,Manual,10.9,2499.0,112.76521404351512,3.75
Kolkata,110438,Ford Figo Diesel ZXI,Diesel,Manual,20.0,1399.0,68.05,3.5
Coimbatore,66507,Honda Jazz 1.2 V CVT i VTEC,Petrol,Automatic,19.0,1199.0,88.7,5.43
Coimbatore,54650,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Automatic,10.91,3198.0,197.0,30.35
Hyderabad,32000,Nissan Sunny XL CVT,Petrol,Automatic,17.97,1498.0,99.6,7.99
Coimbatore,75378,Skoda Octavia Ambiente 1.9 TDI MT,Diesel,Manual,18.7,1896.0,66.0,3.59
Chennai,82697,Chevrolet Beat Diesel LT,Diesel,Manual,25.44,936.0,57.6,1.9
Chennai,135000,Toyota Camry W2 (AT),Petrol,Automatic,12.1,2362.0,164.7,4.7
Chennai,149000,Renault Duster 110PS Diesel RxZ,Diesel,Manual,19.01,1461.0,108.45,7.25
Kochi,26212,Mercedes-Benz GLA Class 200 d Style,Diesel,Automatic,17.9,2143.0,136.0,24.46
Pune,23500,Tata Zest Revotron 1.2T XMS,Petrol,Manual,17.57,1193.0,88.7,3.9
Coimbatore,56127,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,5.15
Mumbai,26000,Maruti Wagon R VXI AMT1.2,Petrol,Automatic,21.5,1197.0,81.8,3.65
Kolkata,26000,Hyundai Xcent 1.2 CRDi S,Diesel,Manual,25.4,1186.0,73.97,5.0
Kolkata,42000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,2.3
Pune,130000,Hyundai A ent GLE,Petrol,Manual,13.2,1495.0,94.0,0.75
Kochi,137148,Hyundai Verna Xi (Petrol),Petrol,Manual,13.9,1599.0,103.2,1.85
Kolkata,114703,Ford Figo Petrol ZXI,Petrol,Manual,15.6,1196.0,70.0,1.8
Kochi,97439,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,4.41
Chennai,40000,Maruti Wagon R LX BSII,Petrol,Manual,18.9,998.0,67.1,2.0
Hyderabad,81609,Maruti Swift VDI BSIV,Diesel,Manual,17.8,1248.0,112.76521404351512,5.55
Bangalore,28000,Mercedes-Benz E-Class Facelift,Diesel,Automatic,13.0,2987.0,258.0,31.75
Bangalore,37500,Audi A6 2011-2015 35 TDI Technology,Diesel,Automatic,17.68,1968.0,174.33,32.0
Hyderabad,37000,Mercedes-Benz S Class 2005 2013 S 350 CDI,Diesel,Automatic,13.5,2987.0,282.0,21.0
Ahmedabad,83000,Maruti Swift Dzire LDi,Diesel,Manual,19.3,1248.0,73.9,2.75
Coimbatore,79012,Toyota Corolla H2,Petrol,Manual,13.4,1794.0,125.0,2.64
Kochi,27395,Mahindra Scorpio S10 7 Seater,Diesel,Manual,15.4,2179.0,120.0,14.19
Jaipur,35362,Maruti Wagon R VXI,Petrol,Manual,22.5,998.0,67.04,3.85
Delhi,117000,Toyota Fortuner 4x2 Manual,Diesel,Manual,13.0,2982.0,168.5,15.5
Mumbai,23000,Maruti Zen Estilo 1.1 LX BSIII,Petrol,Manual,18.2,1061.0,64.0,1.9
Kochi,59508,Tata Nano CX,Petrol,Manual,25.4,624.0,37.48,1.26
Chennai,69000,Hyundai i20 Magna,Petrol,Manual,18.5,1197.0,80.0,2.4
Bangalore,58000,BMW 3 Series 320d,Diesel,Automatic,22.69,1995.0,190.0,11.5
Jaipur,88511,Mahindra XUV500 W6 2WD,Diesel,Manual,16.0,2179.0,140.0,8.25
Pune,66000,Volkswagen Vento IPL II Petrol Trendline,Petrol,Manual,15.8,1598.0,105.0,2.75
Delhi,65000,Skoda Fabia 1.2 MPI Classic,Petrol,Manual,17.5,1198.0,70.0,1.4
Coimbatore,30676,Tata Nano Twist XT,Petrol,Manual,25.4,624.0,37.5,2.9
Chennai,76000,Ford Figo Diesel EXI,Diesel,Manual,20.0,1399.0,68.0,2.4
Pune,23627,Volkswagen Vento IPL II Petrol Highline AT,Petrol,Automatic,14.8,1598.0,105.0,4.75
Kochi,52827,Land Rover Range Rover HSE Dynamic,Diesel,Automatic,12.7,2179.0,187.7,44.76
Kochi,64465,Honda City i DTEC SV,Diesel,Manual,26.0,1498.0,98.6,6.22
Chennai,14000,Renault KWID Climber 1.0 AMT,Petrol,Automatic,22.5,999.0,67.0,4.5
Mumbai,26000,Hyundai Grand i10 Asta Option,Petrol,Manual,18.9,1197.0,82.0,4.25
Hyderabad,78203,Chevrolet Cruze LTZ AT,Diesel,Automatic,18.1,1991.0,147.9,5.5
Mumbai,27000,Hyundai i20 1.4 Asta,Diesel,Manual,22.54,1396.0,88.73,6.95
Coimbatore,31919,Maruti Alto K10 VXI AGS,Petrol,Automatic,24.07,998.0,67.1,4.56
Coimbatore,47392,Hyundai Creta 1.6 SX Option Diesel,Diesel,Manual,20.5,1582.0,126.2,13.82
Mumbai,17362,Honda Amaze VX i-Vtech,Petrol,Manual,18.0,1198.0,86.7,5.65
Kochi,49716,Hyundai i20 Active 1.4 SX Dual Tone,Diesel,Manual,21.19,1396.0,88.73,6.2
Delhi,48000,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,3.25
Kolkata,46000,Audi A4 2.0 TDI,Diesel,Automatic,16.55,1968.0,147.51,8.5
Bangalore,79000,Hyundai Verna 1.4 CRDi,Diesel,Manual,24.8,1396.0,88.7,7.25
Pune,57000,Renault Fluence Diesel E4,Diesel,Manual,21.8,1461.0,78.0,4.61
Delhi,29754,Volkswagen Polo 1.2 MPI Highline,Petrol,Manual,16.2,1199.0,74.0,5.3
Ahmedabad,50123,Tata Indigo LX,Diesel,Manual,17.0,1405.0,70.0,1.9
Kochi,57184,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,3.09
Mumbai,75000,BMW 7 Series 730Ld Sedan,Diesel,Automatic,16.46,2993.0,258.0,9.5
Mumbai,26000,Hyundai Creta 1.6 CRDi AT SX Plus,Diesel,Automatic,17.01,1582.0,126.2,12.65
Delhi,22129,Hyundai Grand i10 Magna,Petrol,Manual,18.9,1197.0,82.0,4.25
Hyderabad,127887,Maruti Ritz VDi,Diesel,Manual,21.1,1248.0,73.9,2.95
Hyderabad,92000,Mahindra Scorpio 2.6 SLX CRDe,Diesel,Manual,10.5,2179.0,120.0,3.45
Hyderabad,60634,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,3.3
Hyderabad,90000,Tata Safari Storme 2012-2015 VX,Diesel,Manual,14.0,2179.0,138.1,8.0
Kolkata,59000,Honda Civic 2006-2010 1.8 V MT,Petrol,Manual,13.5,1799.0,130.0,2.71
Hyderabad,59293,Maruti Zen Estilo LXI BSIII,Petrol,Manual,18.2,998.0,67.1,2.7
Mumbai,80753,Maruti Swift Dzire VDI,Diesel,Manual,23.4,1248.0,74.0,4.5
Delhi,40000,Toyota Fortuner 4x2 Manual,Diesel,Manual,13.0,2982.0,168.5,18.75
Pune,103000,Maruti Swift VDI,Diesel,Manual,28.4,1248.0,74.0,5.25
Hyderabad,72389,Maruti Wagon R Duo LX BSIII,LPG,Manual,26.2,998.0,58.2,3.2
Pune,48000,Maruti Dzire LDI,Diesel,Manual,28.4,1248.0,73.75,6.0
Kolkata,41000,Hyundai Grand i10 Asta,Petrol,Manual,18.9,1197.0,82.0,3.14
Jaipur,26000,Renault KWID RXL,Petrol,Manual,25.17,799.0,53.3,2.55
Jaipur,30000,Tata Indigo CS eGLX BS IV,Petrol,Manual,15.64,1193.0,64.08,2.3
Hyderabad,74624,Ford Figo Diesel Titanium,Diesel,Manual,20.0,1399.0,68.05,5.65
Kochi,47877,Porsche Cayenne 2009-2014 Diesel,Diesel,Automatic,15.15,2967.0,240.0,48.22
Jaipur,35000,Maruti Alto K10 VXI,Petrol,Manual,24.07,998.0,67.1,3.0
Ahmedabad,52123,Volkswagen Vento 1.5 TDI Highline,Diesel,Manual,20.34,1498.0,103.2,7.5
Bangalore,90000,Mahindra Scorpio 2.6 SLX CRDe,Diesel,Manual,10.5,2179.0,120.0,2.6
Mumbai,1400,BMW X3 xDrive 20d Luxury Line,Diesel,Automatic,18.56,1995.0,190.0,61.25
Chennai,122000,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,3.5
Kochi,21110,Mini Cooper 3 DOOR S,Petrol,Automatic,17.44,1998.0,189.08,28.95
Pune,78000,Mitsubishi Pajero Sport 4X4 AT,Diesel,Automatic,13.5,2477.0,175.56,15.0
Jaipur,72000,Maruti Swift Dzire VDi,Diesel,Manual,19.3,1248.0,73.9,4.25
Hyderabad,48000,Bentley Continental Flying Spur,Petrol,Automatic,8.6,5998.0,552.0,59.0
Pune,43486,Maruti Ertiga VDI,Diesel,Manual,20.77,1248.0,88.76,6.6
Hyderabad,199000,Toyota Innova 2.5 G4 Diesel 7-seater,Diesel,Manual,12.8,2494.0,102.0,5.2
Chennai,34000,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Petrol,Manual,11.7,1796.0,178.0,10.0
Bangalore,37944,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Diesel,Automatic,14.84,2143.0,167.62,35.0
Mumbai,30000,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Manual,22.7,1498.0,89.84,8.75
Coimbatore,64005,Toyota Etios Liva 1.2 G,Petrol,Manual,17.71,1197.0,78.9,4.57
Delhi,62000,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,2.5
Chennai,105000,Hyundai Santro LP - Euro II,Petrol,Manual,0.0,999.0,112.76521404351512,1.75
Kochi,59885,Land Rover Freelander 2 SE,Diesel,Automatic,12.39,2179.0,147.51,20.11
Hyderabad,144471,Toyota Innova 2.5 V Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,7.8
Coimbatore,63991,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,3.61
Pune,72000,Hyundai Santro Xing XO eRLX Euro II,Petrol,Manual,17.0,1086.0,112.76521404351512,1.11
Mumbai,34895,Nissan Micra XV CVT,Petrol,Automatic,19.15,1198.0,75.94,4.6
Ahmedabad,97003,BMW X6 xDrive 40d M Sport,Diesel,Automatic,15.87,2993.0,308.43,85.0
Kolkata,45000,Honda City 1.5 V AT,Petrol,Automatic,16.8,1497.0,118.0,5.25
Delhi,45000,Honda Amaze E i-Dtech,Diesel,Manual,25.8,1498.0,98.6,3.3
Bangalore,100000,Toyota Fortuner 3.0 Diesel,Diesel,Manual,11.5,2982.0,171.0,17.75
Delhi,70000,Land Rover Discovery Sport SD4 HSE Luxury,Diesel,Automatic,12.97,2179.0,187.7,35.0
Coimbatore,37023,Hyundai Creta 1.6 CRDi SX,Diesel,Manual,19.67,1582.0,126.2,13.39
Chennai,81000,Chevrolet Beat Diesel LT,Diesel,Manual,25.44,936.0,56.3,2.5
Kochi,20789,Toyota Innova Crysta 2.8 GX AT,Diesel,Automatic,11.36,2755.0,171.5,18.36
Jaipur,68310,Maruti Swift Dzire VDI,Diesel,Manual,23.4,1248.0,74.0,5.95
Mumbai,47250,Hyundai Creta 1.6 CRDi SX Option,Diesel,Manual,19.67,1582.0,126.2,11.0
Delhi,47000,Land Rover Range Rover Sport SE,Diesel,Automatic,12.65,2993.0,255.0,64.75
Hyderabad,128000,Honda Amaze VX i-DTEC,Diesel,Manual,25.8,1498.0,98.6,6.3
Kochi,17702,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,11.94
Mumbai,34987,Volkswagen Vento Sport 1.2 TSI AT,Petrol,Automatic,18.19,1197.0,103.5,5.95
Ahmedabad,37000,Honda City i DTec VX,Diesel,Manual,26.0,1498.0,98.6,11.0
Coimbatore,38271,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,12.53
Bangalore,32510,Ford Figo Diesel Titanium,Diesel,Manual,20.0,1399.0,68.0,3.75
Pune,88000,BMW 5 Series 2013-2017 530d M Sport,Diesel,Automatic,14.69,2993.0,258.0,27.0
Pune,116000,Mitsubishi Pajero 2.8 SFX 7Str,Diesel,Manual,10.5,2835.0,107.2,9.95
Jaipur,156000,Renault Duster 85PS Diesel RxL Option,Diesel,Manual,19.87,1461.0,83.8,4.2
Delhi,75319,Maruti Ritz VXI,Petrol,Manual,21.1,1197.0,85.8,2.0
Kolkata,28000,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,3.25
Bangalore,16500,Mercedes-Benz GLA Class 200 CDI SPORT,Diesel,Automatic,17.9,2143.0,136.0,34.0
Coimbatore,75637,BMW 5 Series 520d Luxury Line,Diesel,Automatic,22.48,1995.0,190.0,30.37
Kochi,32854,Hyundai Creta 1.6 SX Plus Petrol Automatic,Petrol,Automatic,13.0,1591.0,121.3,12.6
Kochi,6568,Renault KWID RXT Optional,Petrol,Manual,25.17,799.0,53.3,5.09
Bangalore,30000,Audi A4 3.0 TDI Quattro,Diesel,Automatic,14.94,2967.0,241.4,24.5
Kochi,17804,Maruti Ciaz VDI SHVS,Diesel,Manual,28.09,1248.0,88.5,7.97
Delhi,69768,Honda Jazz S,Petrol,Manual,16.0,1198.0,90.0,2.9
Kochi,62404,BMW 3 Series 320d Luxury Line,Diesel,Automatic,22.69,1995.0,190.0,21.33
Bangalore,97000,Hyundai Verna SX CRDi AT,Diesel,Automatic,19.08,1582.0,126.32,6.5
Coimbatore,55687,Hyundai Creta 1.4 CRDi S Plus,Diesel,Manual,21.38,1396.0,88.7,12.15
Kolkata,17000,Volkswagen Vento 2013-2015 1.6 Comfortline,Petrol,Manual,15.04,1598.0,103.2,4.25
Coimbatore,34232,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,35.84
Chennai,135000,Honda CR-V Petrol 2WD,Petrol,Automatic,14.4,1997.0,152.0,3.0
Chennai,80000,Renault Duster 110PS Diesel RxZ AWD,Diesel,Manual,19.72,1461.0,108.45,6.75
Bangalore,31045,Hyundai i20 Asta 1.2,Petrol,Manual,18.6,1197.0,81.83,5.65
Pune,58000,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Diesel,Automatic,16.96,1968.0,138.03,7.5
Kochi,35480,Hyundai Creta 1.6 SX Plus Diesel,Diesel,Manual,19.67,1582.0,126.2,13.34
Hyderabad,62287,Maruti Ciaz VDI SHVS,Diesel,Manual,28.09,1248.0,88.5,7.9
Coimbatore,46162,Hyundai i20 Asta 1.4 CRDi,Diesel,Manual,22.54,1396.0,88.73,6.98
Mumbai,9200,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,5.75
Kolkata,55339,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.65
Kolkata,55476,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.49
Pune,68553,Maruti SX4 Vxi BSIII,Petrol,Manual,15.0,1586.0,104.68,1.5
Kochi,67376,Honda Mobilio RS Option i DTEC,Diesel,Manual,24.5,1498.0,98.6,6.5
Hyderabad,42000,Renault Duster 110PS Diesel RxZ Plus,Diesel,Manual,19.64,1461.0,108.45,8.0
Coimbatore,28069,Toyota Fortuner 2.8 2WD AT,Diesel,Automatic,12.9,2755.0,174.5,30.85
Kochi,93144,Volvo XC60 D4 SUMMUM,Diesel,Automatic,14.7,1984.0,181.0,17.15
Hyderabad,24300,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.55
Hyderabad,47883,Maruti Ciaz ZDi Plus,Diesel,Manual,26.21,1248.0,88.5,7.4
Kochi,12467,Audi Q5 2008-2012 2.0 TDI,Diesel,Automatic,12.8,1968.0,167.6,25.64
Kolkata,56683,BMW X1 sDrive 20d Sportline,Diesel,Automatic,17.05,1995.0,184.0,13.5
Bangalore,38000,Ford Figo Petrol ZXI,Petrol,Manual,15.6,1196.0,70.0,3.55
Ahmedabad,35000,Hyundai Elantra CRDi SX,Diesel,Manual,22.7,1582.0,126.2,15.0
Pune,80000,Hyundai Verna 1.6 i ABS,Petrol,Manual,13.9,1599.0,103.2,1.95
Pune,125000,Honda Civic 2006-2010 1.8 S MT,Petrol,Manual,13.5,1799.0,130.0,2.3
Chennai,123000,Toyota Fortuner 4x4 MT,Diesel,Manual,12.55,2982.0,168.5,15.0
Chennai,70000,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,3.15
Hyderabad,87982,Nissan Sunny 2011-2014 Diesel XL,Diesel,Manual,21.64,1461.0,84.8,5.0
Jaipur,40714,BMW 5 Series 2013-2017 520d Luxury Line,Diesel,Automatic,18.12,1995.0,190.0,24.75
Pune,83000,Chevrolet Optra Magnum 2.0 LT,Diesel,Manual,16.52,1991.0,123.7,2.6
Ahmedabad,86000,Hyundai i10 Asta,Petrol,Manual,20.36,1197.0,78.9,3.75
Ahmedabad,60002,Skoda Laura Ambiente,Diesel,Manual,17.5,1896.0,106.0,4.85
Jaipur,60000,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Diesel,Automatic,10.0,2148.0,170.0,27.0
Kolkata,84677,Honda Amaze SX i-DTEC,Diesel,Manual,25.8,1498.0,98.6,3.0
Delhi,23000,BMW X1 xDrive 20d xLine,Diesel,Automatic,20.68,1995.0,190.0,28.75
Hyderabad,81424,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Manual,12.99,2494.0,100.6,14.49
Delhi,36400,Porsche Panamera 2010 2013 Diesel,Diesel,Automatic,7.5,4806.0,394.3,72.0
Chennai,70000,Nissan Sunny XV D,Diesel,Manual,22.71,1461.0,84.8,4.0
Delhi,40000,Maruti Swift Dzire LDI,Diesel,Manual,26.59,1248.0,74.0,4.5
Mumbai,600,Maruti Wagon R ZXI AMT 1.2,Petrol,Automatic,21.5,1197.0,81.8,6.25
Pune,65320,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Diesel,Automatic,16.96,1968.0,138.03,11.5
Pune,79000,Honda A ord 2.4 Inspire M/T,Petrol,Manual,9.8,2354.0,180.0,3.1
Mumbai,5000,Honda City i VTEC V,Petrol,Manual,17.8,1497.0,117.3,10.11
Coimbatore,6028,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,11.54
Delhi,86000,Maruti Wagon R LX BSII,Petrol,Manual,18.9,998.0,67.1,1.0
Kolkata,160000,Maruti Swift Dzire Tour LDI,Diesel,Manual,23.4,1248.0,74.0,2.5
Kochi,59967,Audi Q5 2008-2012 2.0 TFSI Quattro,Petrol,Automatic,9.74,1984.0,208.0,18.0
Coimbatore,43127,Toyota Etios Cross 1.4 GD,Diesel,Manual,23.59,1364.0,67.04,6.85
Kochi,65727,Hyundai i10 Era 1.1 iTech SE,Petrol,Manual,19.81,1086.0,68.05,2.97
Pune,70000,Hyundai Verna 1.6 VTVT,Petrol,Manual,17.01,1591.0,121.3,4.75
Coimbatore,39861,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.8,7.38
Delhi,16485,BMW 5 Series 520d Sport Line,Diesel,Automatic,22.48,1995.0,187.74,42.75
Bangalore,77332,Hyundai i20 1.4 Asta Optional With Sunroof,Diesel,Manual,23.0,1396.0,90.0,3.65
Kochi,17489,Hyundai Grand i10 Asta Option AT,Petrol,Automatic,18.9,1197.0,82.0,5.99
Pune,125000,Toyota Fortuner 4x2 4 Speed AT,Diesel,Automatic,11.5,2982.0,169.0,13.5
Chennai,35129,Maruti Baleno Zeta Automatic,Petrol,Automatic,21.4,1197.0,83.1,7.0
Hyderabad,22982,Hyundai Creta 1.6 SX Plus Petrol Automatic,Petrol,Automatic,13.0,1591.0,121.3,10.95
Pune,54500,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,2.95
Ahmedabad,16235,Tata Tigor XE Diesel,Diesel,Manual,24.7,1047.0,69.0,5.5
Kochi,73641,Skoda Superb Style 1.8 TSI AT,Petrol,Automatic,14.67,1798.0,177.46,17.08
Hyderabad,59572,Maruti Swift Dzire VDI,Diesel,Manual,26.59,1248.0,74.0,6.85
Jaipur,112827,Honda CR-V 2.0 AT,Petrol,Automatic,13.1,1997.0,141.1,10.5
Hyderabad,118000,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,8.75
Kolkata,60000,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,2.7
Mumbai,75059,Hyundai Verna VTVT 1.6 AT SX Plus,Petrol,Automatic,17.0,1591.0,121.3,4.25
Pune,3000,Toyota Etios 1.4 VXD,Diesel,Manual,23.59,1364.0,67.04,7.9
Delhi,78000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,4.5
Kolkata,47000,Nissan Sunny 2011-2014 Diesel XV,Diesel,Manual,21.64,1461.0,84.8,4.0
Delhi,42000,Honda City 1.5 V MT Exclusive,Petrol,Manual,17.0,1497.0,118.0,4.75
Kolkata,6820,Hyundai Elite i20 Diesel Asta Option,Diesel,Manual,22.54,1396.0,88.76,7.65
Kochi,55176,Chevrolet Optra 1.6 LT Royale,Petrol,Manual,17.4,1599.0,104.0,3.47
Kochi,39854,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,5.64
Kolkata,24000,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.95
Jaipur,55000,Maruti Swift VDI,Diesel,Manual,22.9,1248.0,74.0,5.65
Kochi,45840,Ford Endeavour 3.0L 4X4 AT,Diesel,Automatic,11.4,2953.0,153.86,8.41
Pune,155000,Maruti Baleno LXI,Petrol,Manual,15.4,1590.0,94.0,0.85
Pune,125000,Maruti Wagon R LX,Petrol,Manual,18.9,998.0,67.1,0.8
Coimbatore,52951,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.0,5.65
Kolkata,49000,Hyundai Verna 1.6 SX VTVT (O),Petrol,Manual,17.1,1591.0,121.3,4.5
Ahmedabad,52000,Maruti Ciaz ZDi Plus SHVS,Diesel,Manual,28.09,1248.0,88.5,6.9
Mumbai,227000,Toyota Qualis Fleet A3,Diesel,Manual,0.0,2446.0,112.76521404351512,2.2
Jaipur,120005,Nissan Sunny 2011-2014 Diesel XL,Diesel,Manual,21.64,1461.0,84.8,4.0
Mumbai,33000,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Petrol,Manual,15.0,1598.0,103.52,5.6
Delhi,126000,Maruti Eeco 7 Seater Standard,Petrol,Manual,15.1,1196.0,73.0,2.2
Bangalore,66700,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Petrol,Manual,15.0,1598.0,103.5,4.0
Jaipur,122000,Toyota Fortuner 4x4 MT,Diesel,Manual,12.55,2982.0,168.5,16.0
Mumbai,29000,Hyundai Creta 1.6 CRDi SX,Diesel,Manual,19.67,1582.0,126.2,12.6
Kochi,42315,Hyundai i20 Magna Optional 1.2,Petrol,Manual,18.5,1197.0,82.9,4.79
Mumbai,22001,Maruti Wagon R LXI CNG,CNG,Manual,26.6,998.0,58.16,3.65
Kochi,84580,Honda City i DTEC V,Diesel,Manual,26.0,1498.0,98.6,6.83
Jaipur,75000,Maruti 800 Std,Petrol,Manual,16.1,796.0,37.0,0.51
Pune,85000,Ford Ikon 1.3 Flair,Petrol,Manual,13.8,1299.0,70.0,0.69
Delhi,24296,Maruti Swift Dzire LXI,Petrol,Manual,20.85,1197.0,83.14,4.65
Kolkata,40000,Honda City 1.5 V MT Sunroof,Petrol,Manual,16.8,1497.0,116.3,6.49
Chennai,64514,Hyundai Verna CRDi,Diesel,Manual,16.8,1493.0,110.0,2.9
Delhi,35000,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,7.4
Bangalore,41000,Renault KWID RXT,Petrol,Manual,25.17,799.0,53.3,3.25
Ahmedabad,60123,Maruti Wagon R LXI,Petrol,Manual,18.9,998.0,67.1,1.95
Jaipur,53000,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,4.0
Delhi,9000,Hyundai i20 1.2 Asta,Petrol,Manual,18.6,1197.0,81.83,6.85
Coimbatore,53497,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,5.45
Hyderabad,68000,Ford Fiesta 1.4 Duratorq ZXI,Diesel,Manual,17.8,1399.0,68.0,1.99
Hyderabad,65000,Hyundai Verna SX CRDi AT,Diesel,Automatic,19.08,1582.0,126.32,8.99
Kolkata,45155,Toyota Etios VD SP,Diesel,Manual,23.59,1364.0,67.04,6.5
Coimbatore,20026,Honda Jazz 1.2 V CVT i VTEC,Petrol,Automatic,19.0,1199.0,88.7,9.27
Ahmedabad,60000,Hyundai Verna 1.6 CRDi SX,Diesel,Manual,23.9,1582.0,126.2,6.99
Coimbatore,15976,Mercedes-Benz CLA 200 D Sport Edition,Diesel,Automatic,17.9,2143.0,136.0,36.76
Kochi,30523,Skoda Octavia Elegance 1.8 TSI AT,Petrol,Automatic,14.7,1798.0,177.5,17.08
Kolkata,26300,Chevrolet Beat Diesel LS,Diesel,Manual,25.44,936.0,57.6,2.8
Kolkata,66000,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.49
Jaipur,70000,Maruti SX4 S Cross DDiS 200 Zeta,Diesel,Manual,23.65,1248.0,88.5,8.85
Ahmedabad,46000,Honda City V MT,Petrol,Manual,16.8,1497.0,116.3,4.15
Hyderabad,28000,Volkswagen Vento 1.5 TDI Highline,Diesel,Manual,20.64,1498.0,108.5,10.0
