Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2017,Coimbatore,Honda BR-V i-VTEC VX MT,14519,Petrol,Manual,First,15.4,1497.0,15.55 Lakh,
2012,Jaipur,Maruti Swift Dzire Tour LDI,350000,Diesel,Manual,First,23.4,1248.0,,
2014,Kolkata,Honda Mobilio V i DTEC,39000,Diesel,Manual,First,24.2,1498.0,,
2016,Coimbatore,Maruti Ertiga VXI,40130,Petrol,Manual,First,16.02,1373.0,,
2015,Bangalore,Mitsubishi Pajero Sport 4X2 AT,58000,Diesel,Automatic,First,13.5,2477.0,34.1 Lakh,
2013,Bangalore,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,43000,Diesel,Automatic,First,15.0,2147.0,,
2017,Mumbai,Maruti Eeco 5 STR With AC Plus HTR CNG,15500,CNG,Manual,First,15.1,1196.0,,
2011,Mumbai,Volkswagen Vento 1.6 Trendline,34948,Petrol,Manual,First,16.09,1598.0,10.36 Lakh,
2006,Bangalore,Maruti Versa DX2,98245,Petrol,Manual,Third,11.3,1298.0,,
2014,Delhi,Honda City i DTEC SV,36390,Diesel,Manual,First,26.0,1498.0,,
2010,Mumbai,Maruti Swift Dzire 1.2 Lxi BSIV,122000,Petrol,Manual,First,17.5,1197.0,,
2013,Ahmedabad,Volkswagen Vento Diesel Trendline,79003,Diesel,Manual,First,20.54,1598.0,,
2013,Kochi,Skoda Laura 1.9 TDI AT Ambiente,78830,Diesel,Automatic,Second,17.0,1896.0,,
2011,Mumbai,Honda Brio V MT,53000,Petrol,Manual,First,19.4,1198.0,,
2009,Chennai,Maruti A-Star Vxi,53000,Petrol,Manual,Second,19.0,998.0,,
2011,Jaipur,Maruti SX4 VDI,82000,Diesel,Manual,Second,21.5,1248.0,,
2013,Mumbai,Hyundai Elantra 1.6 SX,95000,Diesel,Manual,First,22.54,1582.0,20.69 Lakh,
2017,Kochi,Maruti Alto K10 LXI,18090,Petrol,Manual,First,24.07,998.0,4.25 Lakh,
2004,Pune,Maruti Alto LX,70332,Petrol,Manual,Third,19.7,796.0,,
2018,Jaipur,Datsun redi-GO T Option,46000,Petrol,Manual,First,22.7,799.0,3.99 Lakh,
2015,Kochi,Ford Ecosport 1.5 DV5 MT Titanium Optional,63402,Diesel,Manual,First,22.7,1498.0,,
2017,Kolkata,Honda City i DTec SV,13000,Diesel,Manual,First,26.0,1498.0,,
2010,Pune,Mercedes-Benz New C-Class C 250 CDI Elegance,65505,Diesel,Automatic,First,14.94,2143.0,,
2006,Pune,Hyundai Sonata Embera 2.4L MT,154000,Petrol,Manual,Third,13.2,2359.0,,
2008,Bangalore,Chevrolet Spark 1.0 LS,85142,Petrol,Manual,Second,18.0,995.0,,
2016,Jaipur,Volkswagen Polo 1.2 MPI Highline,45000,Petrol,Manual,First,16.2,1199.0,,
2011,Delhi,Hyundai i10 Sportz 1.2,48000,Petrol,Manual,First,20.36,1197.0,,
2012,Delhi,Toyota Etios Liva G,77800,Petrol,Manual,First,18.3,1197.0,,
2016,Kochi,Maruti Alto K10 VXI,39549,Petrol,Manual,First,24.07,998.0,4.09 Lakh,
2011,Kochi,Honda CR-V 2.4 AT,100922,Petrol,Automatic,Second,10.1,2354.0,,
2013,Chennai,Hyundai Verna 1.6 VTVT EX AT,55000,Petrol,Automatic,First,17.01,1591.0,,
2011,Hyderabad,Mercedes-Benz New C-Class C 250 CDI Elegance,45000,Diesel,Automatic,Second,14.94,2143.0,,
2017,Jaipur,Honda Amaze VX CVT i-VTEC,145000,Petrol,Automatic,First,18.1,1199.0,,
2011,Kolkata,Mahindra Xylo E8,45000,Diesel,Manual,First,14.0,2498.0,,
2012,Bangalore,Hyundai Sonata Transform 2.4 GDi AT,44000,Petrol,Automatic,First,12.37,2359.0,,
2015,Bangalore,Hyundai Creta 1.4 CRDi S Plus,48000,Diesel,Manual,First,21.38,1396.0,,
2011,Kochi,Toyota Innova 2.5 G4 Diesel 7-seater,64139,Diesel,Manual,First,12.8,2494.0,,
2019,Kochi,Honda Jazz 2020 Petrol,11574,Petrol,Manual,First,0.0,1199.0,,
2013,Kolkata,Maruti Alto 800 CNG LXI,14311,CNG,Manual,First,30.46,796.0,,
2016,Bangalore,Hyundai i20 Magna 1.2,20000,Petrol,Manual,First,18.6,1197.0,,
2018,Coimbatore,Mercedes-Benz SLC 43 AMG,18338,Petrol,Automatic,First,19.0,2996.0,1.06 Cr,
2019,Kochi,Hyundai i20 1.4 Sportz,17964,Diesel,Manual,First,22.54,1396.0,,
2012,Hyderabad,Toyota Fortuner 4x2 4 Speed AT,55500,Diesel,Automatic,First,11.5,2982.0,,
2008,Chennai,Mahindra Scorpio VLX 2WD Airbag BSIII,130000,Diesel,Manual,Second,12.05,2179.0,,
2016,Hyderabad,Mercedes-Benz GLE 350d,50000,Diesel,Automatic,First,11.57,2987.0,92.01 Lakh,
2015,Mumbai,Volkswagen Polo 1.2 MPI Highline,49830,Petrol,Manual,First,16.2,1199.0,,
2009,Kolkata,BMW 5 Series 2003-2012 520d,49000,Diesel,Automatic,First,18.48,1995.0,,
2013,Kolkata,Ford Ecosport 1.5 DV5 MT Ambiente,53967,Diesel,Manual,First,22.7,1498.0,,
2011,Mumbai,Maruti SX4 Zxi BSIII,54000,Petrol,Manual,First,15.0,1586.0,,
2009,Hyderabad,Hyundai i20 1.4 Asta AT (O) with Sunroof,75000,Petrol,Automatic,First,15.0,1396.0,,
2016,Pune,Hyundai Xcent 1.1 CRDi S,100000,Diesel,Manual,First,24.4,1120.0,,
2015,Chennai,Renault Lodgy 110PS RxL,142000,Diesel,Manual,First,19.98,1461.0,,
2012,Jaipur,Renault Duster 110PS Diesel RxZ,83388,Diesel,Manual,Second,19.01,1461.0,,
2012,Delhi,Maruti Swift Dzire VXi,62000,Petrol,Manual,First,17.5,1298.0,,
2016,Kolkata,Honda City i DTec VX,61000,Diesel,Manual,First,26.0,1498.0,,
2011,Bangalore,Audi A4 3.0 TDI Quattro Premium,45000,Diesel,Automatic,First,14.94,2967.0,,
2013,Bangalore,Mercedes-Benz E-Class 250 D W 124,33000,Diesel,Manual,First,10.0,1796.0,,
2014,Pune,Toyota Innova 2.5 LE 2014 Diesel 8 Seater,113565,Diesel,Manual,First,12.99,2494.0,,
2008,Hyderabad,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,131000,Diesel,Manual,First,15.0,1896.0,,
2015,Delhi,Mahindra Bolero ZLX,72253,Diesel,Manual,First,15.96,2523.0,10.94 Lakh,
2016,Coimbatore,Maruti Swift Dzire VXI,46346,Petrol,Manual,First,20.85,1197.0,,
2016,Hyderabad,Honda City 1.5 V MT,37000,Petrol,Manual,First,17.0,1497.0,,
2019,Coimbatore,Hyundai Grand i10 1.2 CRDi Sportz,56371,Diesel,Manual,First,24.0,1186.0,8.28 Lakh,
2016,Pune,Tata Indigo CS eVX,98500,Diesel,Manual,First,25.0,1396.0,,
2015,Ahmedabad,Maruti Baleno Zeta 1.3,71588,Diesel,Manual,First,27.39,1248.0,,
2014,Ahmedabad,Maruti Alto 800 2016-2019 LXI,68000,Petrol,Manual,First,24.7,796.0,,
2003,Mumbai,Mercedes-Benz E-Class E240 V6 AT,66800,Petrol,Automatic,Second,11.2,2497.0,,
2016,Chennai,Maruti Swift Dzire Vdi BSIV,90000,Diesel,Manual,First,19.3,1248.0,,
2013,Jaipur,Nissan Terrano XE 85 PS,54000,Diesel,Manual,First,20.45,1461.0,,
2011,Mumbai,Mercedes-Benz New C-Class C 200 CGI,87248,Petrol,Automatic,Second,14.74,1991.0,,
2017,Pune,Maruti Celerio VXI,9052,Petrol,Manual,First,23.1,998.0,,
2014,Delhi,Hyundai Santro Xing GLS,67320,Petrol,Manual,First,17.92,1086.0,,
2018,Kochi,Volkswagen Polo 1.2 MPI Highline,28635,Petrol,Manual,First,16.2,1199.0,,
2016,Kochi,Mahindra Bolero ZLX,78904,Diesel,Manual,First,15.96,2523.0,10.94 Lakh,
2018,Kochi,BMW 5 Series 2013-2017 530d M Sport,16409,Diesel,Automatic,First,14.69,2993.0,,
2012,Delhi,Honda City 1.5 V MT Sunroof,61180,Petrol,Manual,Second,16.8,1497.0,,
2014,Delhi,Hyundai i20 Sportz 1.2,59577,Petrol,Manual,Second,18.5,1197.0,,
2016,Mumbai,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,24104,Diesel,Manual,First,12.99,2494.0,,
2008,Mumbai,BMW 5 Series 2007-2010 525d Sedan,69000,Diesel,Automatic,Third,16.73,2495.0,,
2015,Bangalore,Volkswagen Polo GT TSI,35000,Petrol,Automatic,First,17.21,1197.0,,
2014,Ahmedabad,Mitsubishi Pajero Sport 4X2 AT,75000,Diesel,Automatic,First,13.5,2477.0,32.41 Lakh,
2014,Jaipur,Maruti Ertiga VXI,98000,Petrol,Manual,First,16.02,1373.0,,
2014,Chennai,Audi A6 2011-2015 2.0 TDI Technology,51843,Diesel,Automatic,Third,17.68,1968.0,,
2013,Jaipur,Maruti Swift Dzire VDI,80000,Diesel,Manual,Second,23.4,1248.0,,
2009,Pune,Toyota Fortuner 3.0 Diesel,110000,Diesel,Manual,Third,11.5,2982.0,,
2015,Kochi,Hyundai i10 Sportz 1.1L,75383,Petrol,Manual,First,19.81,1086.0,,
2017,Kochi,Mahindra TUV 300 2015-2019 T8 AMT,31861,Diesel,Automatic,First,18.49,1493.0,,
2011,Mumbai,Mercedes-Benz New C-Class C 220 CDI CLASSIC,57900,Diesel,Manual,First,15.8,2148.0,,
2014,Delhi,Maruti Swift Dzire Ldi BSIV,48000,Diesel,Manual,First,19.3,1248.0,,
2015,Kochi,Hyundai i20 Magna,33544,Petrol,Manual,First,18.5,1197.0,,
2015,Chennai,Maruti Swift VDI BSIV,65000,Diesel,Manual,First,25.2,1248.0,,
2017,Coimbatore,Toyota Innova Crysta 2.4 VX MT 8S,103189,Diesel,Manual,First,13.68,2393.0,24.01 Lakh,
2017,Kochi,Toyota Etios V,35007,Petrol,Manual,First,16.78,1496.0,,
2010,Pune,Toyota Corolla Altis Diesel D4DG,98000,Diesel,Manual,First,21.43,1364.0,,
2017,Hyderabad,Hyundai Grand i10 1.2 CRDi Magna,25678,Diesel,Manual,First,24.0,1186.0,7.9 Lakh,
2015,Coimbatore,Maruti SX4 ZDI,65636,Diesel,Manual,First,21.79,1248.0,,
2015,Kochi,Audi A6 2011-2015 35 TDI Premium,21730,Diesel,Automatic,First,17.68,1968.0,,
2013,Chennai,Honda Amaze S i-Vtech,46112,Petrol,Manual,First,18.0,1198.0,,
2015,Kolkata,Hyundai i20 Magna 1.2,20000,Petrol,Manual,First,18.6,1197.0,,
2013,Hyderabad,Mahindra XUV500 W6 2WD,67000,Diesel,Manual,First,15.1,2179.0,,
2016,Ahmedabad,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,29000,Diesel,Automatic,First,13.0,2143.0,,
2014,Pune,Hyundai Verna 1.4 CRDi,86000,Diesel,Manual,First,24.8,1396.0,,
2013,Hyderabad,Honda Amaze EX i-Vtech,34000,Petrol,Manual,First,18.0,1198.0,,
2014,Bangalore,Audi A4 2.0 TDI Premium Sport Limited Edition,36000,Diesel,Automatic,First,17.11,1968.0,,
2013,Mumbai,Hyundai i10 Magna,49000,Petrol,Manual,First,20.36,1197.0,,
2017,Mumbai,Tata Tigor 1.2 Revotron XT,7000,Petrol,Manual,First,20.3,1199.0,,
2014,Kolkata,Hyundai Xcent 1.1 CRDi S,60188,Diesel,Manual,First,24.4,1120.0,,
2012,Ahmedabad,Ford Figo Diesel ZXI,79000,Diesel,Manual,First,20.0,1399.0,,
2012,Chennai,Toyota Innova 2.5 GX (Diesel) 7 Seater,115439,Diesel,Manual,Second,12.99,2494.0,,
2011,Pune,Hyundai i20 2015-2017 1.4 CRDi Sportz,104500,Diesel,Manual,Second,23.0,1396.0,,
2013,Delhi,Mercedes-Benz E-Class E250 CDI Launch Edition,35000,Diesel,Automatic,First,13.0,2143.0,,
2016,Coimbatore,Hyundai Creta 1.6 SX Plus Diesel,26186,Diesel,Manual,First,19.67,1582.0,,
2012,Pune,Chevrolet Spark 1.0 LT,58061,Petrol,Manual,First,18.0,995.0,,
2011,Ahmedabad,Hyundai i20 1.4 CRDi Sportz,62000,Diesel,Manual,First,23.0,1396.0,,
2013,Mumbai,Maruti Swift Dzire VDI,118000,Diesel,Manual,Second,23.4,1248.0,,
2009,Chennai,Hyundai i10 Magna 1.2,65000,Petrol,Manual,First,20.36,1197.0,,
2008,Hyderabad,Hyundai Santro Xing GLS,44379,Petrol,Manual,First,17.92,1086.0,,
2017,Kochi,Ford Ecosport 1.5 DV5 MT Ambiente,61041,Diesel,Manual,First,22.7,1498.0,,
2011,Bangalore,Ford Fiesta Classic 1.4 Duratorq CLXI,73000,Diesel,Manual,Second,17.8,1399.0,,
2016,Pune,Hyundai Creta 1.6 CRDi AT SX Plus,57297,Diesel,Automatic,First,17.01,1582.0,,
2015,Hyderabad,Hyundai Creta 1.6 VTVT Base,28700,Petrol,Manual,Second,15.29,1591.0,,
2013,Hyderabad,Honda City 1.5 V MT,85264,Petrol,Manual,First,17.0,1497.0,,
2017,Hyderabad,Maruti Ignis 1.2 AMT Delta,20000,Petrol,Automatic,First,20.89,1197.0,7.21 Lakh,
2017,Hyderabad,Honda City i-VTEC CVT ZX,11934,Petrol,Automatic,First,18.0,1497.0,16.94 Lakh,
2010,Pune,Honda City 1.5 V MT,83000,Petrol,Manual,First,17.0,1497.0,,
2013,Hyderabad,Ford Fiesta Classic 1.6 Duratec LXI,23000,Petrol,Manual,First,15.3,1596.0,,
2017,Mumbai,Hyundai i20 Sportz 1.2,14927,Petrol,Manual,First,18.6,1197.0,,
2007,Hyderabad,Toyota Corolla Executive (HE),158000,Petrol,Manual,Second,13.4,1794.0,,
2011,Jaipur,Nissan Micra Diesel XV,111000,Diesel,Manual,Third,23.08,1461.0,,
2011,Hyderabad,Maruti Alto LXi BSIII,63528,Petrol,Manual,First,19.7,796.0,,
2015,Jaipur,Maruti Ciaz VDi Plus,92000,Diesel,Manual,First,26.21,1248.0,,
2017,Delhi,Maruti Ciaz 1.3 Alpha,41200,Diesel,Manual,First,28.09,1248.0,,
2016,Coimbatore,Mahindra XUV500 W8 2WD,39052,Diesel,Manual,First,15.1,2179.0,,
2014,Ahmedabad,Renault Duster 85PS Diesel RxL,55100,Diesel,Manual,First,20.45,1461.0,,
2011,Ahmedabad,Hyundai i20 1.2 Sportz,76958,Petrol,Manual,First,17.0,1197.0,,
2015,Kochi,Renault Pulse RxL,70419,Diesel,Manual,First,23.08,1461.0,,
2017,Mumbai,Maruti Wagon R AMT VXI,21000,Petrol,Automatic,First,20.51,998.0,,
2009,Delhi,BMW 6 Series 650i Coupe,64000,Petrol,Automatic,First,7.94,4395.0,,
2011,Delhi,Honda City V MT,63698,Petrol,Manual,Second,16.8,1497.0,,
2016,Coimbatore,Tata Indigo eCS LX BSIV,62715,Diesel,Manual,First,23.03,1396.0,,
2013,Coimbatore,Honda Brio S MT,37922,Petrol,Manual,Second,19.4,1198.0,,
2016,Ahmedabad,Honda Jazz 1.5 S i DTEC,52000,Diesel,Manual,First,27.3,1498.0,,
2013,Chennai,Mercedes-Benz A Class A180 CDI,47000,Diesel,Automatic,First,20.0,2143.0,,
2009,Mumbai,Toyota Corolla Altis GL,64000,Petrol,Manual,Second,14.53,1798.0,,
2007,Hyderabad,Honda Civic 2006-2010 1.8 (E) MT,109000,Petrol,Manual,Second,13.5,1799.0,,
2015,Mumbai,Hyundai Creta 1.6 CRDi SX Option,19000,Diesel,Manual,First,19.67,1582.0,,
2009,Ahmedabad,Audi Q5 2008-2012 2.0 TFSI Quattro,99000,Petrol,Automatic,Second,9.74,1984.0,,
2005,Hyderabad,OpelCorsa 1.4Gsi,50000,Petrol,Manual,Second,14.2,1389.0,,
2013,Pune,Toyota Fortuner 4x2 AT,105000,Diesel,Automatic,Second,12.55,2982.0,,
2016,Jaipur,Hyundai Creta 1.6 VTVT S,24000,Petrol,Manual,First,15.29,1591.0,,
2017,Coimbatore,Volkswagen Ameo 1.5 TDI Highline,23389,Diesel,Manual,First,21.66,1498.0,10.13 Lakh,
2009,Ahmedabad,Hyundai i20 Magna,90000,Petrol,Manual,First,18.5,1197.0,,
2013,Delhi,Audi A6 2011-2015 2.0 TDI Premium Plus,20000,Diesel,Automatic,First,17.68,1968.0,,
2014,Jaipur,Hyundai Grand i10 CRDi Sportz,62269,Diesel,Manual,First,24.0,1120.0,,
2015,Chennai,Audi Q3 30 TDI S Edition,69000,Diesel,Manual,First,17.32,1968.0,,
2015,Kochi,BMW 5 Series 2013-2017 530d M Sport,58898,Diesel,Automatic,First,14.69,2993.0,,
2018,Coimbatore,Maruti Swift Dzire AMT ZDI,29110,Diesel,Automatic,First,26.59,1248.0,,
2019,Kochi,Hyundai Grand i10 1.2 Kappa Sportz AT,34649,Petrol,Automatic,First,18.9,1197.0,7.96 Lakh,
2017,Kolkata,Honda City i DTEC SV,13000,Diesel,Manual,First,26.0,1498.0,,
2015,Jaipur,Hyundai Grand i10 1.2 Kappa Magna,25043,Petrol,Manual,First,18.9,1197.0,6.54 Lakh,
2018,Coimbatore,Honda Jazz 1.2 V CVT i VTEC,36611,Petrol,Automatic,First,19.0,1199.0,,
2008,Jaipur,Maruti Swift VDi BSIII W/ ABS,150000,Diesel,Manual,Second,17.8,1248.0,,
2015,Ahmedabad,Maruti Wagon R VXI,82000,Petrol,Manual,First,22.5,998.0,5.27 Lakh,
2017,Kochi,Maruti Ciaz RS ZDi Plus SHVS,45158,Diesel,Manual,Second,28.09,1248.0,,
2016,Coimbatore,Volkswagen Vento 1.2 TSI Comfortline AT,36968,Petrol,Automatic,First,16.93,1197.0,,
2015,Coimbatore,Maruti Swift VXI BSIV,53556,Petrol,Manual,First,20.4,1197.0,,
2013,Bangalore,Skoda Laura Ambition 2.0 TDI CR AT,78500,Diesel,Automatic,First,20.0,1968.0,,
2017,Jaipur,Hyundai Xcent 1.1 CRDi S Celebration Edition,133000,Diesel,Manual,First,24.4,1120.0,,
2017,Coimbatore,Hyundai Creta 1.6 CRDi SX,33186,Diesel,Manual,First,19.67,1582.0,,
2012,Delhi,Mercedes-Benz New C-Class C 200 CGI Elegance,65000,Petrol,Automatic,First,11.74,1796.0,,
2015,Coimbatore,Maruti Swift VDI,61903,Diesel,Manual,First,22.9,1248.0,,
2011,Kolkata,Toyota Etios G,25000,Petrol,Manual,First,17.6,1496.0,,
2007,Coimbatore,Hyundai Santro Xing XG AT eRLX Euro III,64168,Petrol,Automatic,First,17.0,1086.0,,
2017,Hyderabad,Maruti Swift Dzire VXI Optional,8044,Petrol,Manual,First,20.85,1197.0,,
2017,Bangalore,Audi Q5 3.0 TDI Quattro Technology,18000,Diesel,Automatic,First,13.22,2967.0,,
2013,Mumbai,Honda City V MT,80000,Petrol,Manual,First,16.8,1497.0,,
2016,Chennai,Mahindra KUV 100 mFALCON D75 K6 5str AW,45000,Diesel,Manual,First,25.32,1198.0,,
2013,Mumbai,Mahindra Xylo D4 BSIV,78835,Diesel,Manual,Second,14.0,2498.0,,
2017,Kochi,Tata Tiago 1.2 Revotron XT,30631,Petrol,Manual,First,23.84,1199.0,5.56 Lakh,
2011,Hyderabad,Mahindra Scorpio VLX 2WD BSIII,72573,Diesel,Manual,First,12.05,2179.0,,
2016,Delhi,Toyota Innova Crysta 2.8 GX AT,10000,Diesel,Automatic,First,11.36,2755.0,20.74 Lakh,
2011,Mumbai,Maruti Wagon R VXI BSIII,50215,Petrol,Manual,First,18.9,998.0,,
2009,Kolkata,Maruti 800 AC,9999,Petrol,Manual,First,16.1,796.0,,
2008,Pune,Honda Civic 2006-2010 1.8 MT Sport,110000,Petrol,Manual,Second,13.5,1799.0,,
2013,Jaipur,Chevrolet Beat Diesel LS,81000,Diesel,Manual,First,25.44,936.0,,
2016,Delhi,Mahindra Thar CRDe,11000,Diesel,Manual,First,16.55,2498.0,11.14 Lakh,
2017,Kolkata,Tata Zest Revotron 1.2T XE,59000,Petrol,Manual,First,17.57,1193.0,6.59 Lakh,
2015,Mumbai,Hyundai EON Era Plus,8300,Petrol,Manual,First,21.1,814.0,,
2016,Mumbai,Mahindra Ssangyong Rexton RX7,40000,Diesel,Automatic,First,11.18,2696.0,,
2016,Pune,Hyundai Creta 1.6 CRDi SX Option,83500,Diesel,Manual,First,19.67,1582.0,,
2017,Kolkata,Tata Zest Quadrajet 1.3 75PS XE,22000,Diesel,Manual,First,22.95,1248.0,7.94 Lakh,
2013,Mumbai,Chevrolet Enjoy Petrol LTZ 7 Seater,39000,Petrol,Manual,First,13.7,1399.0,,
2013,Pune,Skoda Superb Elegance 2.0 TDI CR AT,90000,Diesel,Automatic,First,17.2,1968.0,,
2012,Pune,Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,134487,Diesel,Manual,First,21.9,1396.0,,
2014,Bangalore,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,65000,Diesel,Automatic,First,15.73,1968.0,,
2015,Ahmedabad,Mahindra Scorpio S6 Plus 7 Seater,48000,Diesel,Manual,First,15.4,2179.0,,
2011,Bangalore,BMW 3 Series 320d,60000,Diesel,Automatic,First,13.2,1995.0,,
2015,Kochi,Mercedes-Benz CLA 45 AMG,23742,Petrol,Automatic,First,15.04,1991.0,,
2010,Hyderabad,Honda City 1.5 S MT,60268,Petrol,Manual,First,17.0,1497.0,,
2016,Hyderabad,Maruti Vitara Brezza ZDi,70746,Diesel,Manual,First,24.3,1248.0,11.02 Lakh,
2014,Delhi,Toyota Camry 2.5 G,61000,Petrol,Automatic,First,12.98,2494.0,,
2007,Pune,Maruti Swift Vdi BSIII,102000,Diesel,Manual,First,17.8,1248.0,,
2016,Bangalore,Hyundai Elantra SX AT,25000,Petrol,Automatic,Second,14.5,1797.0,,
2013,Delhi,Renault Duster 85PS Diesel RxL Optional,64000,Diesel,Manual,First,20.46,1461.0,,
2010,Hyderabad,Audi Q5 2008-2012 3.0 TDI Quattro,78265,Diesel,Automatic,First,12.19,2967.0,,
2006,Pune,Maruti Esteem Vxi - BSIII,76560,Petrol,Manual,Third,15.9,1298.0,,
2017,Kolkata,Jeep Compass 2.0 Longitude,10000,Diesel,Manual,First,17.1,1956.0,20.01 Lakh,
2010,Mumbai,Honda City 1.5 V AT,52000,Petrol,Automatic,First,16.8,1497.0,,
2018,Jaipur,Tata Zest Quadrajet 1.3 75PS XE,45000,Diesel,Manual,First,22.95,1248.0,7.94 Lakh,
2018,Kochi,Maruti Baleno Zeta 1.2,29562,Petrol,Manual,First,21.4,1197.0,,
2014,Kolkata,Maruti Swift Dzire VDI,32000,Diesel,Manual,First,26.59,1248.0,,
2016,Coimbatore,Volkswagen Polo 1.2 MPI Highline,22003,Petrol,Manual,First,16.2,1199.0,,
2017,Pune,Mini Clubman Cooper S,2890,Petrol,Manual,First,13.8,1998.0,44.59 Lakh,
2015,Mumbai,Mitsubishi Pajero Sport 4X2 AT,52000,Diesel,Automatic,First,13.5,2477.0,32.62 Lakh,
2008,Pune,Honda City ZX EXi,100000,Petrol,Manual,Second,17.7,1497.0,,
2013,Jaipur,Hyundai EON Era Plus,60000,Petrol,Manual,Second,21.1,814.0,,
2010,Jaipur,Chevrolet Spark 1.0 PS,6512,Petrol,Manual,First,16.0,995.0,,
2008,Kolkata,Maruti Alto LXi,39008,Petrol,Manual,First,19.7,796.0,,
2003,Chennai,Toyota Corolla Executive (HE),136441,Petrol,Manual,First,13.4,1794.0,,
2012,Kolkata,Hyundai i20 1.2 Sportz Option,36200,Petrol,Manual,First,17.0,1197.0,,
2015,Kolkata,Hyundai Verna 1.4 CRDi,32506,Diesel,Manual,First,24.8,1396.0,,
2016,Pune,Chevrolet Enjoy 1.4 LTZ 8,67000,Petrol,Manual,First,13.7,1399.0,,
2011,Pune,Fiat Grande Punto 1.4 Emotion,59800,Petrol,Manual,Second,14.6,1368.0,,
2015,Coimbatore,Mahindra XUV500 W8 4WD,63008,Diesel,Manual,First,15.1,2179.0,,
2018,Coimbatore,Maruti Vitara Brezza ZDi AMT,57804,Diesel,Automatic,First,24.3,1248.0,11.59 Lakh,
2012,Kolkata,Toyota Etios Liva G,37212,Petrol,Manual,First,18.3,1197.0,,
2015,Jaipur,Hyundai Creta 1.6 CRDi SX,65000,Diesel,Manual,First,19.67,1582.0,,
2009,Coimbatore,Hyundai Santro Xing GLS,61259,Petrol,Manual,First,17.92,1086.0,,
2010,Chennai,Hyundai i20 1.4 Asta (AT),50000,Petrol,Automatic,Second,15.0,1396.0,,
2006,Mumbai,Hyundai Elantra CRDi,183513,Diesel,Manual,Second,14.9,1991.0,,
2015,Delhi,Mahindra XUV500 W10 2WD,66000,Diesel,Manual,First,16.0,2179.0,,
2012,Kochi,Audi A6 2.0 TDI Design Edition,78979,Diesel,Automatic,First,18.53,1968.0,,
2016,Bangalore,Tata Tiago 1.2 Revotron XZ WO Alloy,30010,Petrol,Manual,First,23.84,1199.0,6.46 Lakh,
2016,Kochi,Mercedes-Benz A Class Edition 1,27508,Diesel,Automatic,First,20.0,2143.0,,
2014,Mumbai,Hyundai Verna 1.6 SX VTVT (O) AT,28000,Petrol,Automatic,First,17.1,1591.0,,
2014,Mumbai,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,45000,Diesel,Automatic,First,19.27,2143.0,,
2013,Kochi,BMW 7 Series 740i Sedan,86107,Petrol,Automatic,First,8.45,2979.0,,
2015,Hyderabad,Land Rover Range Rover 2.2L Pure,49000,Diesel,Automatic,Second,12.7,2179.0,,
2018,Coimbatore,Hyundai Creta 1.6 SX Plus Petrol Automatic,32746,Petrol,Automatic,First,13.0,1591.0,,
2013,Mumbai,Volkswagen Vento 1.2 TSI Highline AT,42758,Petrol,Automatic,First,16.93,1197.0,,
2013,Hyderabad,Mini Cooper Countryman D,50000,Diesel,Automatic,First,23.8,1998.0,,
2016,Coimbatore,Volvo S60 D4 KINETIC,90904,Diesel,Automatic,First,9.0,1984.0,,
2012,Kolkata,Renault Pulse RxL,52612,Diesel,Manual,First,23.08,1461.0,,
2015,Kolkata,Honda Amaze SX i-VTEC,40000,Petrol,Manual,First,18.0,1198.0,,
2012,Delhi,Toyota Camry 2.5 G,80724,Petrol,Automatic,First,12.98,2494.0,,
2009,Hyderabad,Maruti Alto LXi,62659,Petrol,Manual,First,19.7,796.0,,
2011,Kochi,Skoda Superb Style 1.8 TSI AT,72734,Petrol,Automatic,Second,14.67,1798.0,33.36 Lakh,
2015,Pune,Maruti Ertiga ZXI,15000,Petrol,Manual,First,17.5,1373.0,,
2014,Bangalore,Audi A4 2.0 TDI,65475,Diesel,Automatic,First,16.55,1968.0,,
2012,Chennai,Maruti Ertiga VDI,71000,Diesel,Manual,First,20.77,1248.0,,
2016,Bangalore,Mercedes-Benz New C-Class C 220 CDI Style,16000,Diesel,Automatic,First,19.27,2143.0,,
2011,Delhi,Maruti Swift Dzire 1.2 Vxi BSIV,72329,Petrol,Manual,First,17.5,1197.0,,
2016,Coimbatore,Mercedes-Benz GLA Class 200 CDI SPORT,49398,Diesel,Automatic,First,17.9,2143.0,,
2016,Jaipur,Honda City i VTEC VX Option,44147,Petrol,Manual,First,17.8,1497.0,,
2007,Ahmedabad,Maruti Alto LXi BSII,45000,Petrol,Manual,First,19.7,796.0,,
2011,Delhi,Toyota Fortuner 3.0 Diesel,75000,Diesel,Manual,First,11.5,2982.0,,
2017,Coimbatore,BMW 3 Series Luxury Line,22574,Diesel,Automatic,First,21.76,1995.0,62.07 Lakh,
2016,Kochi,Hyundai Elite i20 Petrol Asta,26642,Petrol,Manual,First,18.6,1197.0,,
2013,Hyderabad,Honda Amaze VX i-DTEC,81304,Diesel,Manual,First,25.8,1498.0,,
